gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
55700,MAP7D1,12605.1163654102,-1.49182852395266,0.31576200862367,-4.72453456467161,2.30642985910855e-06,1.65377186016344e-05
666,BOK,2497.03115773933,-1.49342763649008,0.339617451373767,-4.39738190852414,1.09564461540274e-05,6.51135443363173e-05
2634,GBP2,4984.45540717474,-1.49394572766903,0.439499245803274,-3.39919975275165,0.000675833376542213,0.00247970192607263
80320,SP6,669.202668425504,-1.49405187473248,0.460893070572959,-3.24164534058876,0.00118841817937624,0.0040444221043701
83605,CCM2,4277.41848200159,-1.49411627099059,0.334888727230727,-4.46153050102877,8.13763608943984e-06,4.99690153350301e-05
55343,SLC35C1,2158.17193339218,-1.49412319374379,0.271961205796963,-5.49388354624099,3.93189818032905e-08,4.21656244070117e-07
832,CAPZB,12617.8858567731,-1.49414957345555,0.164128634593442,-9.10352771261795,8.74443624224906e-20,5.57764008129385e-18
6494,SIPA1,1950.22334777797,-1.4947692411849,0.283261272121757,-5.27699826378805,1.31317130051345e-07,1.27299605973536e-06
9783,RIMS3,679.344190847892,-1.49487963459666,0.571590871733953,-2.61529654954401,0.0089150015147366,0.022900899863777
55630,SLC39A4,1547.91262122605,-1.49531937361708,0.409449931050495,-3.65202008895362,0.000260185525530711,0.00107081819271593
5064,PALM,584.751104438471,-1.49618373762886,0.622724217334694,-2.40264260804347,0.0162770865969791,0.0382384953044949
728239,MAGED4,324.255217048466,-1.4962092565724,0.620015025534616,-2.41318225357889,0.0158139097644999,0.0372914235318446
163154,PRR22,78.7114407034201,-1.49621926577629,0.571036558042641,-2.62018122080472,0.00878830516243902,0.0226165901314632
90809,PIP4P1,1406.24002935705,-1.49646299117418,0.177307963795235,-8.4399085023749,3.17586170662537e-17,1.55474309847845e-15
2064,ERBB2,9405.10971246445,-1.49677803889262,0.378034586730218,-3.95936798227613,7.51483713664339e-05,0.000359091119594316
3105,HLA-A,92072.6874697306,-1.49706599615974,0.389556195086923,-3.84300394921378,0.000121537512282451,0.000548501397906188
9757,KMT2B,2966.31528708255,-1.49743524727523,0.243498981639473,-6.14965712461312,7.76506275330135e-10,1.21066612592546e-08
23410,SIRT3,1208.73298478999,-1.49822395123845,0.259850803513534,-5.7657083641091,8.13155681861707e-09,1.02796737005913e-07
253980,KCTD13,504.544325222488,-1.49960191587034,0.303733089719154,-4.93723590425046,7.923760103804e-07,6.34613784673579e-06
145853,C15orf61,266.411794918967,-1.49984102652497,0.306488100924091,-4.89363542011194,9.89901437534282e-07,7.76612578116839e-06
55367,PIDD1,741.13669984083,-1.50147809612649,0.35001632974509,-4.28973727374374,1.78884607734568e-05,0.000101445652726855
8225,GTPBP6,1398.03579071888,-1.50185814678001,0.29940773737627,-5.01609664446515,5.27318109885335e-07,4.41286406735438e-06
25920,NELFB,4729.64937895187,-1.50282221165549,0.207924605037112,-7.22772666268741,4.91145985930617e-13,1.38383031604221e-11
5600,MAPK11,830.958558068658,-1.50322055707315,0.365179479024667,-4.1163883608356,3.84855612347701e-05,0.000199266065600018
7879,RAB7A,18214.7185548074,-1.50344806829647,0.186547789801608,-8.05931857941267,7.67209124535316e-16,3.2239246945602e-14
79751,SLC25A22,2171.19957362819,-1.50384164519952,0.29626182610905,-5.07605608508596,3.85349591601442e-07,3.36021356240415e-06
4881,NPR1,248.429403795632,-1.50422780645084,0.517223140209218,-2.90827631154007,0.00363427070112811,0.0105902215579599
54961,SSH3,3410.42397830535,-1.5042395647467,0.299241444889441,-5.02684233897634,4.98621960596094e-07,4.19416461872539e-06
2222,FDFT1,6638.77899772919,-1.50465886357337,0.307198300605205,-4.89800516672478,9.68144899077508e-07,7.61068382727249e-06
79957,PAQR6,115.006809334884,-1.50471659966932,0.62069825674624,-2.42423203757199,0.015340800032889,0.0363860884501007
57194,ATP10A,275.913716429247,-1.50545297658797,0.526015775389221,-2.86199206758394,0.00420987443250599,0.0120241775287824
54209,TREM2,653.620345994992,-1.50586065885744,0.559758203421129,-2.69019846364721,0.00714095369502383,0.0189502853036938
9253,NUMBL,1280.20746337386,-1.50601229449281,0.305075830796174,-4.93651788331603,7.95297478940674e-07,6.36016400125596e-06
